Turn	Rank_First	Rank_Second	Rank_Third
Ses03M_script01_1_M009	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses05F_impro05_F001	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_script02_1_M008	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses02F_script03_2_M021	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses04F_impro08_F020	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses01F_impro05_M030	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro05_M004	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_script03_1_M019	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_script01_3_M036	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses05M_impro08_F011	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script02_2_M043	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses04M_script03_1_M021	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses04M_script03_2_F023	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses03M_script01_1_F016	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_impro07_M032	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses05F_script01_3_M038	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses01M_impro04_M009	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses02F_impro01_M014	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses02M_impro03_F007	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script03_1_F001	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses01M_script02_2_M006	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_impro04_F023	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses02F_script03_1_M020	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses03F_script01_3_F015	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses05F_impro05_M041	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02F_impro07_M017	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses05F_script01_3_M029	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_impro04_F017	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script03_2_F023	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_script03_1_M004	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_impro03_M002	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses03M_impro05b_F002	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_script02_2_M012	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses05F_script03_1_F004	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses01M_script01_2_M000	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses05F_impro03_M035	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_script03_2_M015	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses03M_script03_2_F004	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_script01_1_M015	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_impro02_F010	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_script01_1_M029	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_impro05a_M022	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses02F_script02_1_M008	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_impro05_F008	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_script02_1_M005	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro04_M002	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_script01_1_M033	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_script03_2_M022	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_script03_2_F021	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses05F_impro08_F013	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_script03_2_M012	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_script03_2_F033	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_impro02_F001	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script01_3_M009	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses03F_impro07_F032	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script01_3_F007	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro04_M024	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02F_impro01_F005	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script03_1_F004	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses03M_impro03_F019	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses04F_impro03_M037	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_impro04_F017	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses03F_impro07_MXX2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_impro04_M022	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_impro02_F007	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses03M_script03_2_M036	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses01F_impro06_F006	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses02M_script01_2_F014	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses05F_impro06_F003	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro01_M005	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_impro04_M003	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses02M_impro02_M012	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script01_3_M026	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script03_1_F030	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses05F_impro05_M020	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses03M_script02_2_M041	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02F_script02_2_M020	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_script01_1_F039	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_impro07_M018	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script01_3_F022	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_script03_2_M023	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses05M_script02_2_F018	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses02F_script03_2_M020	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_script01_3_M009	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_script03_1_M021	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script03_2_M036	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script02_1_M027	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses02F_impro06_M001	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_impro02_F020	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_script01_1b_M024	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses05F_impro08_F023	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses02F_script01_1_M007	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_script02_1_F007	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro02_M040	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_impro08_M002	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses04F_script01_3_M020	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses03F_impro08_F028	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses04F_impro03_F010	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses03M_script03_2_M041	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_script03_1_F020	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses02M_script02_2_M041	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_impro08_M016	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses05M_script02_2_M017	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script03_1_M024	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses01F_script01_1_M016	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_impro07_M019	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_script02_2_M031	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_script02_2_M043	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_script02_2_M000	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_impro06_F013	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_impro06_M015	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_impro08_M010	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_script02_2_F033	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro05_M017	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_script02_2_F000	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_script03_2_M038	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses04M_script03_2_M046	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_impro05_F038	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script03_1_F020	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses04F_impro02_F018	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script02_2_M024	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses05M_impro05_F003	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses04M_impro06_M004	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script03_2_M020	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses01M_impro01_M018	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses04M_script02_2_M026	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_script02_2_M006	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script03_2_F026	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro07_M036	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_impro04_M034	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_script01_2_F008	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_script02_2_M024	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses01F_script03_2_F003	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_script01_3_M033	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses04F_impro03_M043	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses03M_impro04_M041	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses02F_script01_2_M002	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_impro04_M019	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_impro06_F010	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses04F_script01_2_F015	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script01_3_F028	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses03F_impro02_M017	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses03M_script02_1_M036	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_impro06_M022	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_impro08b_M020	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script01_3_F018	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
