Dia	Utt	Rank_First	Rank_Second	Rank_Third
866	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
866	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
870	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
870	1	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
870	2	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
870	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
870	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
870	6	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
870	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
870	8	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
870	9	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
870	11	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
870	12	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
870	13	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
870	15	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
870	16	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
870	17	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
870	18	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
871	0	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
871	1	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
871	2	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
871	4	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
871	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
871	9	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
872	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
872	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
872	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
872	4	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
872	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
872	11	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
872	13	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
872	15	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
872	16	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
872	17	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
872	18	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
872	19	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
872	20	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
875	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
875	1	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
875	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
875	9	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
875	11	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
875	12	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
875	14	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
876	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
876	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
876	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
876	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
876	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
876	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
876	9	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
877	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
877	1	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
877	4	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
878	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
878	2	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
878	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
878	4	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
878	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
878	8	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
878	9	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
878	10	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
878	13	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
880	0	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
880	1	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
880	4	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
880	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
880	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
881	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
881	1	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
881	2	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
881	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
881	6	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
881	9	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
883	1	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
883	2	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
883	3	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
883	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
883	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
883	8	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
885	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
885	1	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
886	1	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
886	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
887	0	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
887	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
887	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
887	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
887	5	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
887	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
887	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
887	9	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
887	10	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
887	11	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
887	12	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
887	13	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
888	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
888	1	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
888	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
888	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
888	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
888	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
888	10	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
889	0	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
889	1	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
889	2	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
889	4	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
889	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
889	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
889	8	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
889	9	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
890	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
890	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
890	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
890	3	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
890	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
890	5	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
892	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
892	1	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
892	3	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
892	4	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
892	5	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
892	7	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
892	9	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
892	10	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
894	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
894	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
894	5	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
894	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
894	7	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
894	9	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
894	11	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
894	12	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
894	14	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
894	16	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
894	17	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
894	18	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
894	19	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
894	20	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
894	21	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
894	22	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
894	24	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
894	25	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
894	26	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
